pollster,date,age,MOE,n,mode,IVR,rolling,numeric_date,loess_weight,party,pct,actual_pct,error
Nanos Research,2018-02-22,605,3.1,1000,telephone (rolling),FALSE,TRUE,17584,1.893206114156883,NDP,0.192,0.1598,0.032200000000000006
Nanos Research,2018-02-15,612,3.1,1000,telephone (rolling),FALSE,TRUE,17577,1.893206114156883,NDP,0.203,0.1598,0.043200000000000016
Campaign Research,2018-02-09,618,2.1,2227,online,FALSE,FALSE,17571,6.900655593423543,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2018-02-08,619,3.1,1000,telephone (rolling),FALSE,TRUE,17570,1.893206114156883,NDP,0.185,0.1598,0.0252
Nanos Research,2018-02-01,626,3.1,1000,telephone (rolling),FALSE,TRUE,17563,1.893206114156883,NDP,0.19699999999999998,0.1598,0.03719999999999998
Abacus Data,2018-01-26,632,2.7,1411,online,FALSE,FALSE,17557,6.085806194501846,NDP,0.18,0.1598,0.020199999999999996
Nanos Research,2018-01-25,633,3.1,1000,telephone (rolling),FALSE,TRUE,17556,1.893206114156883,NDP,0.19899999999999998,0.1598,0.039199999999999985
Forum Research,2018-01-23,635,3,1408,IVR,TRUE,FALSE,17554,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Nanos Research,2018-01-18,640,3.1,1000,telephone (rolling),FALSE,TRUE,17549,1.893206114156883,NDP,0.17300000000000001,0.1598,0.013200000000000017
Nanos Research,2018-01-11,647,3.1,1000,telephone (rolling),FALSE,TRUE,17542,1.893206114156883,NDP,0.2,0.1598,0.040200000000000014
Campaign Research,2018-01-10,648,2.3,1887,online,FALSE,FALSE,17541,6.593804733957869,NDP,0.16,0.1598,2.0000000000000573e-4
Mainstreet Research,2018-01-05,653,0.99,9830,IVR,TRUE,FALSE,17536,3.350126050864041,NDP,0.131,0.1598,-0.028799999999999992
Nanos Research,2018-01-04,654,3.1,1000,telephone (rolling),FALSE,TRUE,17535,1.893206114156883,NDP,0.195,0.1598,0.03520000000000001
Nanos Research,2017-12-28,661,3.1,1000,telephone (rolling),FALSE,TRUE,17528,1.893206114156883,NDP,0.201,0.1598,0.041200000000000014
Nanos Research,2017-12-21,668,3.1,1000,telephone (rolling),FALSE,TRUE,17521,1.893206114156883,NDP,0.2,0.1598,0.040200000000000014
Nanos Research,2017-12-14,675,3.1,1000,telephone (rolling),FALSE,TRUE,17514,1.893206114156883,NDP,0.191,0.1598,0.031200000000000006
Forum Research,2017-12-13,676,3,1284,IVR,TRUE,FALSE,17513,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Ipsos,2017-12-12,677,2.4,2098,online,FALSE,FALSE,17512,6.454972243679028,NDP,0.2,0.1598,0.040200000000000014
Nanos Research,2017-12-07,682,3.1,1000,telephone (rolling),FALSE,TRUE,17507,1.893206114156883,NDP,0.175,0.1598,0.015199999999999991
Nanos Research,2017-11-30,689,3.1,1000,telephone (rolling),FALSE,TRUE,17500,1.893206114156883,NDP,0.165,0.1598,0.00520000000000001
Leger,2017-11-27,692,2.4,1609,online,FALSE,FALSE,17497,6.454972243679028,NDP,0.13,0.1598,-0.029799999999999993
Nanos Research,2017-11-23,696,3.1,1000,telephone (rolling),FALSE,TRUE,17493,1.893206114156883,NDP,0.172,0.1598,0.012199999999999989
Nanos Research,2017-11-16,703,3.1,1000,telephone (rolling),FALSE,TRUE,17486,1.893206114156883,NDP,0.166,0.1598,0.006200000000000011
Abacus Data,2017-11-12,707,2.6,1500,online,FALSE,FALSE,17482,6.201736729460422,NDP,0.18,0.1598,0.020199999999999996
Nanos Research,2017-11-09,710,3.1,1000,telephone (rolling),FALSE,TRUE,17479,1.893206114156883,NDP,0.175,0.1598,0.015199999999999991
Campaign Research,2017-11-08,711,1.9,2616,online,FALSE,FALSE,17478,7.2547625011001164,NDP,0.19,0.1598,0.030200000000000005
Forum Research,2017-11-05,714,3,1281,IVR,TRUE,FALSE,17475,1.9245008972987525,NDP,0.14,0.1598,-0.019799999999999984
Nanos Research,2017-11-02,717,3.1,1000,telephone (rolling),FALSE,TRUE,17472,1.893206114156883,NDP,0.19,0.1598,0.030200000000000005
Nanos Research,2017-10-26,724,3.1,1000,telephone (rolling),FALSE,TRUE,17465,1.893206114156883,NDP,0.185,0.1598,0.0252
Insights West,2017-10-25,725,3.1,1005,online,FALSE,FALSE,17464,5.679618342470649,NDP,0.2,0.1598,0.040200000000000014
Ipsos,2017-10-23,727,3.5,1001,online,FALSE,FALSE,17462,5.3452248382484875,NDP,0.23,0.1598,0.07020000000000001
Leger,2017-10-22,728,2.5,1534,online,FALSE,FALSE,17461,6.324555320336758,NDP,0.15,0.1598,-0.009800000000000003
Abacus Data,2017-10-21,729,2.6,1500,online,FALSE,FALSE,17460,6.201736729460422,NDP,0.15,0.1598,-0.009800000000000003
Nanos Research,2017-10-19,731,3.1,1000,telephone (rolling),FALSE,TRUE,17458,1.893206114156883,NDP,0.177,0.1598,0.017199999999999993
Nanos Research,2017-10-12,738,3.1,1000,telephone (rolling),FALSE,TRUE,17451,1.893206114156883,NDP,0.163,0.1598,0.0032000000000000084
Angus Reid,2017-10-10,740,2.5,1492,online,FALSE,FALSE,17449,6.324555320336758,NDP,0.18,0.1598,0.020199999999999996
Campaign Research,2017-10-10,740,2.2,2002,online,FALSE,FALSE,17449,6.741998624632421,NDP,0.19,0.1598,0.030200000000000005
Environics,2017-10-10,740,1.4534441853748634,2000,online,FALSE,FALSE,17449,8.294702623685682,NDP,0.2,0.1598,0.040200000000000014
Nanos Research,2017-10-05,745,3.1,1000,telephone (rolling),FALSE,TRUE,17444,1.893206114156883,NDP,0.154,0.1598,-0.0058
Angus Reid,2017-10-02,748,2.5,1477,online,FALSE,FALSE,17441,6.324555320336758,NDP,0.14,0.1598,-0.019799999999999984
Nanos Research,2017-09-28,752,3.1,1000,telephone (rolling),FALSE,TRUE,17437,1.893206114156883,NDP,0.152,0.1598,-0.007800000000000001
EKOS,2017-09-25,755,1.4,4839,IVR,TRUE,FALSE,17434,2.8171808490950556,NDP,0.145,0.1598,-0.014800000000000008
Ipsos,2017-09-25,755,3.5,1001,online,FALSE,FALSE,17434,5.3452248382484875,NDP,0.2,0.1598,0.040200000000000014
Nanos Research,2017-09-21,759,3.1,1000,telephone (rolling),FALSE,TRUE,17430,1.893206114156883,NDP,0.146,0.1598,-0.013800000000000007
Nanos Research,2017-09-14,766,3.1,1000,telephone (rolling),FALSE,TRUE,17423,1.893206114156883,NDP,0.155,0.1598,-0.004799999999999999
Forum Research,2017-09-13,767,3,1350,IVR,TRUE,FALSE,17422,1.9245008972987525,NDP,0.15,0.1598,-0.009800000000000003
Campaign Research,2017-09-10,770,2.3,1770,online,FALSE,FALSE,17419,6.593804733957869,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2017-09-07,773,3.1,1000,telephone (rolling),FALSE,TRUE,17416,1.893206114156883,NDP,0.159,0.1598,-7.999999999999952e-4
Abacus Data,2017-09-01,779,2.6,1512,online,FALSE,FALSE,17410,6.201736729460422,NDP,0.17,0.1598,0.010200000000000015
Nanos Research,2017-08-31,780,3.1,1000,telephone (rolling),FALSE,TRUE,17409,1.893206114156883,NDP,0.157,0.1598,-0.002799999999999997
Mainstreet Research,2017-08-30,781,2.19,2000,telephone,FALSE,FALSE,17408,6.757373783994859,NDP,0.15,0.1598,-0.009800000000000003
Nanos Research,2017-08-24,787,3.1,1000,telephone (rolling),FALSE,TRUE,17402,1.893206114156883,NDP,0.16399999999999998,0.1598,0.0041999999999999815
Nanos Research,2017-08-17,794,3.1,1000,telephone (rolling),FALSE,TRUE,17395,1.893206114156883,NDP,0.182,0.1598,0.022199999999999998
Forum Research,2017-08-16,795,3,1150,IVR,TRUE,FALSE,17394,1.9245008972987525,NDP,0.14,0.1598,-0.019799999999999984
Nanos Research,2017-08-10,801,3.1,1000,telephone (rolling),FALSE,TRUE,17388,1.893206114156883,NDP,0.192,0.1598,0.032200000000000006
Nanos Research,2017-08-03,808,3.1,1000,telephone (rolling),FALSE,TRUE,17381,1.893206114156883,NDP,0.20199999999999999,0.1598,0.04219999999999999
Nanos Research,2017-07-27,815,3.1,1000,telephone (rolling),FALSE,TRUE,17374,1.893206114156883,NDP,0.2,0.1598,0.040200000000000014
Nanos Research,2017-07-20,822,3.1,1000,telephone (rolling),FALSE,TRUE,17367,1.893206114156883,NDP,0.184,0.1598,0.0242
Abacus Data,2017-07-16,826,2.2,2036,online,FALSE,FALSE,17363,6.741998624632421,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2017-07-13,829,3.1,1000,telephone (rolling),FALSE,TRUE,17360,1.893206114156883,NDP,0.162,0.1598,0.0022000000000000075
Campaign Research,2017-07-09,833,2,1540,online,FALSE,FALSE,17356,7.0710678118654755,NDP,0.19,0.1598,0.030200000000000005
Nanos Research,2017-07-06,836,3.1,1000,telephone (rolling),FALSE,TRUE,17353,1.893206114156883,NDP,0.136,0.1598,-0.023799999999999988
Nanos Research,2017-06-29,843,3.1,1000,telephone (rolling),FALSE,TRUE,17346,1.893206114156883,NDP,0.14,0.1598,-0.019799999999999984
Nanos Research,2017-06-22,850,3.1,1000,telephone (rolling),FALSE,TRUE,17339,1.893206114156883,NDP,0.157,0.1598,-0.002799999999999997
Nanos Research,2017-06-15,857,3.1,1000,telephone (rolling),FALSE,TRUE,17332,1.893206114156883,NDP,0.165,0.1598,0.00520000000000001
EKOS,2017-06-13,859,1.3,5658,IVR,TRUE,FALSE,17330,2.9235267310234305,NDP,0.152,0.1598,-0.007800000000000001
Campaign Research,2017-06-11,861,2,2767,online,FALSE,FALSE,17328,7.0710678118654755,NDP,0.19,0.1598,0.030200000000000005
Angus Reid,2017-06-10,862,2,5406,online,FALSE,FALSE,17327,7.0710678118654755,NDP,0.17,0.1598,0.010200000000000015
Nanos Research,2017-06-08,864,3.1,1000,telephone (rolling),FALSE,TRUE,17325,1.893206114156883,NDP,0.17300000000000001,0.1598,0.013200000000000017
Forum Research,2017-06-07,865,3,1483,IVR,TRUE,FALSE,17324,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Nanos Research,2017-06-01,871,3.1,1000,telephone (rolling),FALSE,TRUE,17318,1.893206114156883,NDP,0.165,0.1598,0.00520000000000001
Angus Reid,2017-05-29,874,2.2,1958,online,FALSE,FALSE,17315,6.741998624632421,NDP,0.16,0.1598,2.0000000000000573e-4
Mainstreet Research,2017-05-28,875,1.85,2800,IVR,TRUE,FALSE,17314,2.450715406979359,NDP,0.17,0.1598,0.010200000000000015
Nanos Research,2017-05-25,878,3.1,1000,telephone (rolling),FALSE,TRUE,17311,1.893206114156883,NDP,0.16699999999999998,0.1598,0.007199999999999984
Nanos Research,2017-05-18,885,3.1,1000,telephone (rolling),FALSE,TRUE,17304,1.893206114156883,NDP,0.162,0.1598,0.0022000000000000075
Leger,2017-05-15,888,2.5,1529,online,FALSE,FALSE,17301,6.324555320336758,NDP,0.16,0.1598,2.0000000000000573e-4
Mainstreet Research,2017-05-14,889,1.85,2800,IVR,TRUE,FALSE,17300,2.450715406979359,NDP,0.18,0.1598,0.020199999999999996
Campaign Research,2017-05-12,891,2,1969,online,FALSE,FALSE,17298,7.0710678118654755,NDP,0.19,0.1598,0.030200000000000005
Nanos Research,2017-05-11,892,3.1,1000,telephone (rolling),FALSE,TRUE,17297,1.893206114156883,NDP,0.159,0.1598,-7.999999999999952e-4
Abacus Data,2017-05-10,893,2.9,1182,online,FALSE,FALSE,17296,5.872202195147035,NDP,0.2,0.1598,0.040200000000000014
Nanos Research,2017-05-04,899,3.1,1000,telephone (rolling),FALSE,TRUE,17290,1.893206114156883,NDP,0.188,0.1598,0.028200000000000003
Nanos Research,2017-04-27,906,3.1,1000,telephone (rolling),FALSE,TRUE,17283,1.893206114156883,NDP,0.185,0.1598,0.0252
Forum Research,2017-04-23,910,3,1479,IVR,TRUE,FALSE,17279,1.9245008972987525,NDP,0.17,0.1598,0.010200000000000015
Nanos Research,2017-04-20,913,3.1,1000,telephone (rolling),FALSE,TRUE,17276,1.893206114156883,NDP,0.19,0.1598,0.030200000000000005
Nanos Research,2017-04-13,920,3.1,1000,telephone (rolling),FALSE,TRUE,17269,1.893206114156883,NDP,0.187,0.1598,0.027200000000000002
Campaign Research,2017-04-10,923,2,1970,online,FALSE,FALSE,17266,7.0710678118654755,NDP,0.19,0.1598,0.030200000000000005
Nanos Research,2017-04-06,927,3.1,1000,telephone (rolling),FALSE,TRUE,17262,1.893206114156883,NDP,0.18,0.1598,0.020199999999999996
Nanos Research,2017-03-30,934,3.1,1000,telephone (rolling),FALSE,TRUE,17255,1.893206114156883,NDP,0.184,0.1598,0.0242
Ipsos,2017-03-28,936,3.5,1001,online,FALSE,FALSE,17253,5.3452248382484875,NDP,0.2,0.1598,0.040200000000000014
Nanos Research,2017-03-23,941,3.1,1000,telephone (rolling),FALSE,TRUE,17248,1.893206114156883,NDP,0.161,0.1598,0.0012000000000000066
Forum Research,2017-03-22,942,3,1029,IVR,TRUE,FALSE,17247,1.9245008972987525,NDP,0.15,0.1598,-0.009800000000000003
Nanos Research,2017-03-16,948,3.1,1000,telephone (rolling),FALSE,TRUE,17241,1.893206114156883,NDP,0.171,0.1598,0.011200000000000015
Stratcom,2017-03-16,948,2.2,2029,online,FALSE,FALSE,17241,6.741998624632421,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2017-03-09,955,3.1,1000,telephone (rolling),FALSE,TRUE,17234,1.893206114156883,NDP,0.17,0.1598,0.010200000000000015
Campaign Research,2017-03-06,958,3,1886,online/IVR,TRUE,FALSE,17231,1.9245008972987525,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2017-03-02,962,3.1,1000,telephone (rolling),FALSE,TRUE,17227,1.893206114156883,NDP,0.172,0.1598,0.012199999999999989
Forum Research,2017-02-25,967,3,1340,IVR,TRUE,FALSE,17222,1.9245008972987525,NDP,0.15,0.1598,-0.009800000000000003
Nanos Research,2017-02-23,969,3.1,1000,telephone (rolling),FALSE,TRUE,17220,1.893206114156883,NDP,0.168,0.1598,0.008200000000000013
Abacus Data,2017-02-17,975,2.6,1500,online,FALSE,FALSE,17214,6.201736729460422,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2017-02-16,976,3.1,1000,telephone (rolling),FALSE,TRUE,17213,1.893206114156883,NDP,0.16899999999999998,0.1598,0.009199999999999986
Nanos Research,2017-02-09,983,3.1,1000,telephone (rolling),FALSE,TRUE,17206,1.893206114156883,NDP,0.16899999999999998,0.1598,0.009199999999999986
Campaign Research,2017-02-05,987,3,1457,IVR,TRUE,FALSE,17202,1.9245008972987525,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2017-02-02,990,3.1,1000,telephone (rolling),FALSE,TRUE,17199,1.893206114156883,NDP,0.16399999999999998,0.1598,0.0041999999999999815
Nanos Research,2017-01-26,997,3.1,1000,telephone (rolling),FALSE,TRUE,17192,1.893206114156883,NDP,0.163,0.1598,0.0032000000000000084
Ipsos,2017-01-23,1000,3.5,1000,online,FALSE,FALSE,17189,5.3452248382484875,NDP,0.19,0.1598,0.030200000000000005
Forum Research,2017-01-20,1003,3,1332,IVR,TRUE,FALSE,17186,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Nanos Research,2017-01-19,1004,3.1,1000,telephone (rolling),FALSE,TRUE,17185,1.893206114156883,NDP,0.163,0.1598,0.0032000000000000084
Nanos Research,2017-01-12,1011,3.1,1000,telephone (rolling),FALSE,TRUE,17178,1.893206114156883,NDP,0.162,0.1598,0.0022000000000000075
Nanos Research,2017-01-05,1018,3.1,1000,telephone (rolling),FALSE,TRUE,17171,1.893206114156883,NDP,0.162,0.1598,0.0022000000000000075
Nanos Research,2016-12-29,1025,3.1,1000,telephone (rolling),FALSE,TRUE,17164,1.893206114156883,NDP,0.16699999999999998,0.1598,0.007199999999999984
Nanos Research,2016-12-22,1032,3.1,1000,telephone (rolling),FALSE,TRUE,17157,1.893206114156883,NDP,0.16899999999999998,0.1598,0.009199999999999986
Nanos Research,2016-12-15,1039,3.1,1000,telephone (rolling),FALSE,TRUE,17150,1.893206114156883,NDP,0.16699999999999998,0.1598,0.007199999999999984
Abacus Data,2016-12-12,1042,2.3,1848,online,FALSE,FALSE,17147,6.593804733957869,NDP,0.16,0.1598,2.0000000000000573e-4
Nanos Research,2016-12-08,1046,3.1,1000,telephone (rolling),FALSE,TRUE,17143,1.893206114156883,NDP,0.165,0.1598,0.00520000000000001
Forum Research,2016-12-06,1048,3,1304,IVR,TRUE,FALSE,17141,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Nanos Research,2016-12-01,1053,3.1,1000,telephone (rolling),FALSE,TRUE,17136,1.893206114156883,NDP,0.174,0.1598,0.01419999999999999
Nanos Research,2016-11-24,1060,3.1,1000,telephone (rolling),FALSE,TRUE,17129,1.893206114156883,NDP,0.179,0.1598,0.019199999999999995
Nanos Research,2016-11-17,1067,3.1,1000,telephone (rolling),FALSE,TRUE,17122,1.893206114156883,NDP,0.16,0.1598,2.0000000000000573e-4
EKOS,2016-11-16,1068,2.2,1949,IVR,TRUE,FALSE,17121,2.2473328748774737,NDP,0.13,0.1598,-0.029799999999999993
Abacus Data,2016-11-11,1073,2.1,2200,online,FALSE,FALSE,17116,6.900655593423543,NDP,0.17,0.1598,0.010200000000000015
Nanos Research,2016-11-10,1074,3.1,1000,telephone (rolling),FALSE,TRUE,17115,1.893206114156883,NDP,0.154,0.1598,-0.0058
Forum Research,2016-11-09,1075,3,1474,IVR,TRUE,FALSE,17114,1.9245008972987525,NDP,0.11,0.1598,-0.0498
Mainstreet Research,2016-11-05,1079,1.38,5066,IVR,TRUE,FALSE,17110,2.837521769195829,NDP,0.13,0.1598,-0.029799999999999993
Nanos Research,2016-11-03,1081,3.1,1000,telephone (rolling),FALSE,TRUE,17108,1.893206114156883,NDP,0.138,0.1598,-0.021799999999999986
Nanos Research,2016-10-27,1088,3.1,1000,telephone (rolling),FALSE,TRUE,17101,1.893206114156883,NDP,0.133,0.1598,-0.02679999999999999
Nanos Research,2016-10-20,1095,3.1,1000,telephone (rolling),FALSE,TRUE,17094,1.893206114156883,NDP,0.139,0.1598,-0.020799999999999985
Nanos Research,2016-10-13,1102,3.1,1000,telephone (rolling),FALSE,TRUE,17087,1.893206114156883,NDP,0.154,0.1598,-0.0058
EKOS,2016-10-12,1103,2.4,1622,online/telephone,FALSE,FALSE,17086,6.454972243679028,NDP,0.141,0.1598,-0.01880000000000001
Forum Research,2016-10-11,1104,3,1437,IVR,TRUE,FALSE,17085,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Abacus Data,2016-10-10,1105,2.6,1498,online,FALSE,FALSE,17084,6.201736729460422,NDP,0.14,0.1598,-0.019799999999999984
Nanos Research,2016-10-06,1109,3.1,1000,telephone (rolling),FALSE,TRUE,17080,1.893206114156883,NDP,0.162,0.1598,0.0022000000000000075
Nanos Research,2016-09-29,1116,3.1,1000,telephone (rolling),FALSE,FALSE,17073,5.679618342470649,NDP,0.16699999999999998,0.1598,0.007199999999999984
Forum Research,2016-09-20,1125,3,1326,IVR,TRUE,FALSE,17064,1.9245008972987525,NDP,0.09,0.1598,-0.0698
Mainstreet Research,2016-09-07,1138,1.35,5250,IVR,TRUE,FALSE,17051,2.8688765527462348,NDP,0.12,0.1598,-0.0398
Forum Research,2016-09-06,1139,3,1370,IVR,TRUE,FALSE,17050,1.9245008972987525,NDP,0.11,0.1598,-0.0498
Leger,2016-08-29,1147,2.5,1535,online,FALSE,FALSE,17042,6.324555320336758,NDP,0.12,0.1598,-0.0398
Abacus Data,2016-08-23,1153,2.2,2010,online,FALSE,FALSE,17036,6.741998624632421,NDP,0.16,0.1598,2.0000000000000573e-4
Forum Research,2016-08-05,1171,3,1345,IVR,TRUE,FALSE,17018,1.9245008972987525,NDP,0.1,0.1598,-0.05979999999999999
EKOS,2016-07-08,1199,3.1,1003,online/telephone,FALSE,FALSE,16990,5.679618342470649,NDP,0.155,0.1598,-0.004799999999999999
Forum Research,2016-07-04,1203,3,1429,IVR,TRUE,FALSE,16986,1.9245008972987525,NDP,0.11,0.1598,-0.0498
Abacus Data,2016-06-14,1223,2.6,1500,online,FALSE,FALSE,16966,6.201736729460422,NDP,0.16,0.1598,2.0000000000000573e-4
Forum Research,2016-06-06,1231,2,2271,IVR,TRUE,FALSE,16958,2.3570226039551585,NDP,0.1,0.1598,-0.05979999999999999
EKOS,2016-06-01,1236,2,2371,IVR,TRUE,FALSE,16953,2.3570226039551585,NDP,0.124,0.1598,-0.0358
Ipsos,2016-05-22,1246,3.5,1002,online,FALSE,FALSE,16943,5.3452248382484875,NDP,0.15,0.1598,-0.009800000000000003
Abacus Data,2016-05-18,1250,2.2,2000,online,FALSE,FALSE,16939,6.741998624632421,NDP,0.15,0.1598,-0.009800000000000003
Forum Research,2016-05-10,1258,3,1517,IVR,TRUE,FALSE,16931,1.9245008972987525,NDP,0.11,0.1598,-0.0498
Mainstreet Research,2016-04-26,1272,1.39,4998,IVR,TRUE,FALSE,16917,2.8272964322665697,NDP,0.14,0.1598,-0.019799999999999984
Nanos Research,2016-04-21,1277,3.1,1000,telephone,FALSE,FALSE,16912,5.679618342470649,NDP,0.193,0.1598,0.03320000000000001
Mainstreet Research,2016-04-14,1284,1.38,5012,IVR,TRUE,FALSE,16905,2.837521769195829,NDP,0.14,0.1598,-0.019799999999999984
Abacus Data,2016-04-11,1287,2.6,1500,online,FALSE,FALSE,16902,6.201736729460422,NDP,0.13,0.1598,-0.029799999999999993
EKOS,2016-04-09,1289,2.9,1176,IVR,TRUE,FALSE,16900,1.9574007317156783,NDP,0.12,0.1598,-0.0398
Forum Research,2016-04-04,1294,3,1455,IVR,TRUE,FALSE,16895,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Innovative Research,2016-03-25,1304,1.3115932574408005,2456,online,FALSE,FALSE,16885,8.73173229561232,NDP,0.12,0.1598,-0.0398
EKOS,2016-03-23,1306,2.2,2019,IVR,TRUE,FALSE,16883,2.2473328748774737,NDP,0.11699999999999999,0.1598,-0.042800000000000005
Abacus Data,2016-03-21,1308,2.6,1500,online,FALSE,FALSE,16881,6.201736729460422,NDP,0.14,0.1598,-0.019799999999999984
Abacus Data,2016-03-16,1313,2.6,1500,online,FALSE,FALSE,16876,6.201736729460422,NDP,0.16,0.1598,2.0000000000000573e-4
Forum Research,2016-03-14,1315,2,1567,IVR,TRUE,FALSE,16874,2.3570226039551585,NDP,0.12,0.1598,-0.0398
Forum Research,2016-02-16,1342,3,1406,IVR,TRUE,FALSE,16847,1.9245008972987525,NDP,0.1,0.1598,-0.05979999999999999
Leger,2016-02-01,1357,2.1,1524,online,FALSE,FALSE,16832,6.900655593423543,NDP,0.15,0.1598,-0.009800000000000003
Mainstreet Research,2016-01-14,1375,1.39,4937,IVR,TRUE,FALSE,16814,2.8272964322665697,NDP,0.16,0.1598,2.0000000000000573e-4
EKOS,2016-01-12,1377,1.9,2598,online/telephone,FALSE,FALSE,16812,7.2547625011001164,NDP,0.159,0.1598,-7.999999999999952e-4
Abacus Data,2016-01-10,1379,2.6,1500,online,FALSE,FALSE,16810,6.201736729460422,NDP,0.17,0.1598,0.010200000000000015
Forum Research,2015-12-07,1413,3,1369,IVR,TRUE,FALSE,16776,1.9245008972987525,NDP,0.13,0.1598,-0.029799999999999993
EKOS,2015-12-04,1416,2.2,1956,online/telephone,FALSE,FALSE,16773,6.741998624632421,NDP,0.153,0.1598,-0.0068000000000000005
Abacus Data,2015-11-23,1427,2.6,1500,online,FALSE,FALSE,16762,6.201736729460422,NDP,0.16,0.1598,2.0000000000000573e-4
Forum Research,2015-11-16,1434,3,909,IVR,TRUE,FALSE,16755,1.9245008972987525,NDP,0.1,0.1598,-0.05979999999999999
Forum Research,2015-11-06,1444,3,1256,IVR,TRUE,FALSE,16745,1.9245008972987525,NDP,0.12,0.1598,-0.0398
Campaign Research,2019-10-19,1,1.4,5039,online (rolling),FALSE,FALSE,18188,8.451542547285166,Green,0.091,0.0655,0.025499999999999995
Mainstreet Research,2019-10-19,1,2.17,2302,IVR,TRUE,FALSE,18188,2.2628141110071023,Green,0.061,0.0655,-0.004500000000000004
Research Co.,2019-10-19,1,3.1,957,online,FALSE,FALSE,18188,5.679618342470649,Green,0.08,0.0655,0.014499999999999999
Campaign Research,2019-10-18,2,1.6,3541,online (rolling),FALSE,FALSE,18187,7.905694150420949,Green,0.091,0.0655,0.025499999999999995
Nanos Research,2019-10-18,2,2.4,1600,telephone (rolling),FALSE,TRUE,18187,2.151657414559676,Green,0.095,0.0655,0.0295
Abacus Data,2019-10-17,3,2.1,2000,online,FALSE,FALSE,18186,6.900655593423543,Green,0.08,0.0655,0.014499999999999999
Campaign Research,2019-10-17,3,2.2,1987,online,FALSE,FALSE,18186,6.741998624632421,Green,0.09,0.0655,0.024499999999999994
Ipsos,2019-10-17,3,2,3108,online/telephone,FALSE,FALSE,18186,7.0710678118654755,Green,0.06,0.0655,-0.005500000000000005
Mainstreet Research,2019-10-17,3,2.11,2134,IVR (rolling),TRUE,TRUE,18186,0.764920434246127,Green,0.055,0.0655,-0.010500000000000002
Nanos Research,2019-10-17,3,2.8,1200,telephone (rolling),FALSE,TRUE,18186,1.9920476822239894,Green,0.09300000000000001,0.0655,0.02750000000000001
DART/Maru,2019-10-16,4,2.9,1518,online,FALSE,FALSE,18185,5.872202195147035,Green,0.07,0.0655,0.004500000000000004
Mainstreet Research,2019-10-16,4,2.11,2163,IVR (rolling),TRUE,TRUE,18185,0.764920434246127,Green,0.057999999999999996,0.0655,-0.007500000000000007
Nanos Research,2019-10-16,4,2.8,1200,telephone (rolling),FALSE,TRUE,18185,1.9920476822239894,Green,0.095,0.0655,0.0295
Forum Research,2019-10-15,5,3,1028,IVR,TRUE,FALSE,18184,1.9245008972987525,Green,0.08,0.0655,0.014499999999999999
Leger,2019-10-15,5,2.13,2117,online,FALSE,FALSE,18184,6.851887098275316,Green,0.06,0.0655,-0.005500000000000005
Mainstreet Research,2019-10-15,5,2.12,2128,IVR (rolling),TRUE,TRUE,18184,0.7631142441593834,Green,0.07,0.0655,0.004500000000000004
Nanos Research,2019-10-15,5,2.8,1200,telephone (rolling),FALSE,TRUE,18184,1.9920476822239894,Green,0.092,0.0655,0.026499999999999996
Mainstreet Research,2019-10-14,6,2.15,2070,IVR (rolling),TRUE,TRUE,18183,0.7577714883005262,Green,0.077,0.0655,0.011499999999999996
Nanos Research,2019-10-14,6,2.8,1200,telephone (rolling),FALSE,TRUE,18183,1.9920476822239894,Green,0.094,0.0655,0.028499999999999998
Angus Reid,2019-10-13,7,2,2100,online,FALSE,FALSE,18182,7.0710678118654755,Green,0.08,0.0655,0.014499999999999999
Mainstreet Research,2019-10-13,7,2.15,2076,IVR (rolling),TRUE,TRUE,18182,0.7577714883005262,Green,0.085,0.0655,0.019500000000000003
Innovative Research,2019-10-12,8,1.4667044678212036,1964,online,FALSE,FALSE,18181,8.257121831608869,Green,0.08,0.0655,0.014499999999999999
Innovative Research,2019-10-12,8,1.1685658811070068,3094,online,FALSE,FALSE,18181,9.250674481911993,Green,0.08,0.0655,0.014499999999999999
Mainstreet Research,2019-10-12,8,2.11,2150,IVR (rolling),TRUE,FALSE,18181,2.294761302738381,Green,0.083,0.0655,0.0175
Nanos Research,2019-10-12,8,2.8,1200,telephone (rolling),FALSE,TRUE,18181,1.9920476822239894,Green,0.09300000000000001,0.0655,0.02750000000000001
EKOS,2019-10-11,9,2.3,1881,telephone/IVR,TRUE,FALSE,18180,2.19793491131929,Green,0.079,0.0655,0.013499999999999998
Ipsos,2019-10-11,9,2.4,2204,online/telephone,FALSE,FALSE,18180,6.454972243679028,Green,0.08,0.0655,0.014499999999999999
