pollster,median_date,mode,n,LV,region,party,pct
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Quebec,Bloc,0.187
Campaign Research,2018-01-11,online,1887,FALSE,Quebec,Bloc,0.18
Forum Research,2018-01-24,IVR,1408,FALSE,Quebec,Bloc,0.15
Abacus Data,2018-01-28,online,1411,FALSE,Quebec,Bloc,0.19
Campaign Research,2018-02-10,online,2227,FALSE,Quebec,Bloc,0.19
Ipsos,2018-03-01,online,1001,FALSE,Quebec,Bloc,0.13
Forum Research,2018-03-01,IVR,941,FALSE,Quebec,Bloc,0.1
Abacus Data,2018-03-04,online,1411,FALSE,Quebec,Bloc,0.14
Angus Reid,2018-03-15,online,5423,FALSE,Quebec,Bloc,0.16
Ipsos,2018-03-23,online,1001,FALSE,Quebec,Bloc,0.15
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Quebec,Bloc,0.109
Forum Research,2018-04-20,IVR,1585,FALSE,Quebec,Bloc,0.18
Ipsos,2018-04-30,online,1907,FALSE,Quebec,Bloc,0.13
Innovative Research,2018-05-02,telephone,1000,FALSE,Quebec,Bloc,0.18
Leger,2018-05-10,online,2103,FALSE,Quebec,Bloc,0.1
Innovative Research,2018-05-14,online,2327,FALSE,Quebec,Bloc,0.17
Forum Research,2018-05-16,IVR,969,FALSE,Quebec,Bloc,0.07
Angus Reid,2018-06-14,online,1023,FALSE,Quebec,Bloc,0.15
Ipsos,2018-06-15,online,1001,FALSE,Quebec,Bloc,0.21
Campaign Research,2018-06-18,online,1579,FALSE,Quebec,Bloc,0.12
Ipsos,2018-06-29,online,1002,FALSE,Quebec,Bloc,0.16
Ipsos,2018-07-16,online,1000,FALSE,Quebec,Bloc,0.1
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Quebec,Bloc,0.101
Abacus Data,2018-07-22,online,2000,FALSE,Quebec,Bloc,0.14
EKOS,2018-07-26,IVR,1302,FALSE,Quebec,Bloc,0.18
Forum Research,2018-08-12,IVR,1777,FALSE,Quebec,Bloc,0.09
Abacus Data,2018-08-20,online,1500,FALSE,Quebec,Bloc,0.14
Abacus Data,2018-08-25,online,1000,FALSE,Quebec,Bloc,0.13
Campaign Research,2018-09-14,online,1486,FALSE,Quebec,Bloc,0.2
Abacus Data,2018-09-19,online,2000,FALSE,Quebec,Bloc,0.13
DART/Maru,2018-09-19,online,5769,FALSE,Quebec,Bloc,0.19
Pollara,2018-09-20,online,1002,FALSE,Quebec,Bloc,0.15
Innovative Research,2018-10-01,online,2410,FALSE,Quebec,Bloc,0.25
Ipsos,2018-10-09,online,2001,FALSE,Quebec,Bloc,0.16
Forum Research,2018-10-10,IVR,1226,FALSE,Quebec,Bloc,0.18
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Quebec,Bloc,0.144
Campaign Research,2018-11-09,online,2512,FALSE,Quebec,Bloc,0.15
Abacus Data,2018-11-13,online,2490,FALSE,Quebec,Bloc,0.15
Leger,2018-11-20,online,1521,FALSE,Quebec,Bloc,0.16
Forum Research,2018-11-29,IVR,1541,FALSE,Quebec,Bloc,0.17
Ipsos,2018-12-12,online,2001,FALSE,Quebec,Bloc,0.17
Campaign Research,2018-12-13,online,1494,FALSE,Quebec,Bloc,0.15
Abacus Data,2018-12-18,online,2000,FALSE,Quebec,Bloc,0.17
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Quebec,Bloc,0.135
Innovative Research,2019-01-20,telephone,2451,FALSE,Quebec,Bloc,0.21
Abacus Data,2019-02-02,online,2500,FALSE,Quebec,Bloc,0.18
Campaign Research,2019-02-09,online,1590,FALSE,Quebec,Bloc,0.19
Abacus Data,2019-02-10,online,2500,FALSE,Quebec,Bloc,0.16
Ipsos,2019-02-18,online,1002,FALSE,Quebec,Bloc,0.26
Leger,2019-02-19,online,1529,FALSE,Quebec,Bloc,0.2
Angus Reid,2019-02-23,online,1009,FALSE,Quebec,Bloc,0.22
Abacus Data,2019-02-24,online,2374,FALSE,Quebec,Bloc,0.18
Forum Research,2019-02-28,IVR,1301,FALSE,Quebec,Bloc,0.13
Abacus Data,2019-03-02,online,1500,FALSE,Quebec,Bloc,0.19
Ipsos,2019-03-03,online,1000,FALSE,Quebec,Bloc,0.19
Innovative Research,2019-03-03,online,2122,FALSE,Quebec,Bloc,0.2
Campaign Research,2019-03-09,online,1893,FALSE,Quebec,Bloc,0.16
Angus Reid,2019-03-18,online,5807,FALSE,Quebec,Bloc,0.2
Leger,2019-03-20,online,1513,FALSE,Quebec,Bloc,0.17
Forum Research,2019-03-20,IVR,1490,FALSE,Quebec,Bloc,0.04
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Quebec,Bloc,0.115
Ipsos,2019-03-26,online,1002,FALSE,Quebec,Bloc,0.23
Campaign Research,2019-04-05,online,2035,FALSE,Quebec,Bloc,0.21
Forum Research,2019-04-05,IVR,1634,FALSE,Quebec,Bloc,0.23
Innovative Research,2019-04-07,online,2527,FALSE,Quebec,Bloc,0.18
Leger,2019-04-20,online,1522,FALSE,Quebec,Bloc,0.23
Ipsos,2019-04-24,online,1000,FALSE,Quebec,Bloc,0.2
Forum Research,2019-04-24,IVR,1595,FALSE,Quebec,Bloc,0.24
Abacus Data,2019-04-27,online,4015,FALSE,Quebec,Bloc,0.18
Angus Reid,2019-04-28,online,1525,FALSE,Quebec,Bloc,0.22
Campaign Research,2019-05-01,online,1471,FALSE,Quebec,Bloc,0.15
Abacus Data,2019-05-29,online,1500,FALSE,Quebec,Bloc,0.14
Innovative Research,2019-05-29,online,1691,FALSE,Quebec,Bloc,0.19
Angus Reid,2019-06-01,online,4698,FALSE,Quebec,Bloc,0.2
Forum Research,2019-06-01,IVR,1633,FALSE,Quebec,Bloc,0.15
Campaign Research,2019-06-05,online,2735,FALSE,Quebec,Bloc,0.17
Ipsos,2019-06-06,online,1003,FALSE,Quebec,Bloc,0.22
Leger,2019-06-09,online,1528,FALSE,Quebec,Bloc,0.2
Forum Research,2019-06-12,IVR,1471,FALSE,Quebec,Bloc,0.18
EKOS,2019-06-15,IVR,2491,FALSE,Quebec,Bloc,0.19
Forum Research,2019-06-22,IVR,1539,FALSE,Quebec,Bloc,0.2
Innovative Research,2019-06-22,telephone,3055,FALSE,Quebec,Bloc,
DART/Maru,2019-06-26,online,1512,FALSE,Quebec,Bloc,0.2
EKOS,2019-06-28,IVR,1194,FALSE,Quebec,Bloc,0.17
Abacus Data,2019-06-30,online,3092,FALSE,Quebec,Bloc,0.16
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Quebec,Bloc,0.191
Innovative Research,2019-07-03,online,2515,FALSE,Quebec,Bloc,0.18
EKOS,2019-07-08,IVR,425,FALSE,Quebec,Bloc,0.216
Angus Reid,2019-07-09,online,2361,FALSE,Quebec,Bloc,0.18
Campaign Research,2019-07-10,online,1896,FALSE,Quebec,Bloc,0.17
Corbett Communications,2019-07-10,online,3848,FALSE,Quebec,Bloc,
Ipsos,2019-07-14,online,1000,FALSE,Quebec,Bloc,0.22
Abacus Data,2019-07-15,online,1500,FALSE,Quebec,Bloc,0.18
Research Co.,2019-07-16,online,1000,FALSE,Quebec,Bloc,0.21
EKOS,2019-07-17,IVR,1000,FALSE,Quebec,Bloc,
Nanos Research,2019-07-19,telephone,1000,FALSE,Quebec,Bloc,0.16
Leger,2019-07-21,online,1536,FALSE,Quebec,Bloc,0.18
Forum Research,2019-07-23,IVR,4234,FALSE,Quebec,Bloc,0.15
Innovative Research,2019-07-24,telephone,3050,FALSE,Quebec,Bloc,
EKOS,2019-07-25,online,1000,FALSE,Quebec,Bloc,
Forum Research,2019-07-27,IVR,1733,FALSE,Quebec,Bloc,0.19
Innovative Research,2019-07-29,online,1804,FALSE,Quebec,Bloc,0.18
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Quebec,Bloc,0.186
Abacus Data,2019-08-04,online,1422,FALSE,Quebec,Bloc,0.18
EKOS,2019-08-07,online,1000,FALSE,Quebec,Bloc,
Campaign Research,2019-08-11,online,2365,FALSE,Quebec,Bloc,0.19
Narrative Research,2019-08-11,telephone,15843,FALSE,Quebec,Bloc,
Corbett Communications,2019-08-12,online,2750,FALSE,Quebec,Bloc,
Ipsos,2019-08-17,online,1001,FALSE,Quebec,Bloc,0.13
DART/Maru,2019-08-17,online,1342,FALSE,Quebec,Bloc,0.22
Leger,2019-08-18,online,1535,FALSE,Quebec,Bloc,0.18
Abacus Data,2019-08-19,online,2152,FALSE,Quebec,Bloc,0.18
EKOS,2019-08-19,online,750,FALSE,Quebec,Bloc,
EKOS,2019-08-21,online,1067,FALSE,Quebec,Bloc,0.221
Angus Reid,2019-08-24,online,1534,FALSE,Quebec,Bloc,0.17
Abacus Data,2019-08-26,online,4549,FALSE,Quebec,Bloc,0.18
EKOS,2019-08-27,online,1086,FALSE,Quebec,Bloc,
Leger,2019-08-28,online,2102,FALSE,Quebec,Bloc,0.2
EKOS,2019-08-28,online,902,FALSE,Quebec,Bloc,0.244
Innovative Research,2019-09-02,online,1894,FALSE,Quebec,Bloc,0.21
Campaign Research,2019-09-04,online,2094,FALSE,Quebec,Bloc,0.19
EKOS,2019-09-04,online,2393,FALSE,Quebec,Bloc,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Quebec,Bloc,0.155
Leger,2019-09-08,online,1546,FALSE,Quebec,Bloc,0.21
Abacus Data,2019-09-08,online,2000,FALSE,Quebec,Bloc,0.17
Insights West,2019-09-08,online,6952,FALSE,Quebec,Bloc,
Forum Research,2019-09-11,IVR,1001,FALSE,Quebec,Bloc,0.169
DART/Maru,2019-09-11,online,1517,FALSE,Quebec,Bloc,0.23
Innovative Research,2019-09-13,online,1622,FALSE,Quebec,Bloc,0.19
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Quebec,Bloc,0.186
Leger,2019-09-15,online,1598,FALSE,Quebec,Bloc,0.22
Nanos Research,2019-09-15,online,2670,FALSE,Quebec,Bloc,0.234
Angus Reid,2019-09-17,online,1805,FALSE,Quebec,Bloc,
Campaign Research,2019-09-19,online,2575,FALSE,Quebec,Bloc,
Campaign Research,2019-09-19,telephone,2513,FALSE,Quebec,Bloc,
Abacus Data,2019-09-20,online,1929,FALSE,Quebec,Bloc,0.18
EKOS,2019-09-20,online,1152,FALSE,Quebec,Bloc,0.225
Forum Research,2019-09-20,IVR,2449,FALSE,Quebec,Bloc,0.23
Insights West,2019-09-21,online,6936,FALSE,Quebec,Bloc,
Angus Reid,2019-09-22,online,1523,FALSE,Quebec,Bloc,0.24
Leger,2019-09-22,online,2153,FALSE,Quebec,Bloc,0.23
Innovative Research,2019-09-23,online,2303,FALSE,Quebec,Bloc,0.2
Abacus Data,2019-09-25,online,1975,FALSE,Quebec,Bloc,0.2
Research Co.,2019-09-25,online,1000,FALSE,Quebec,Bloc,0.23
Nanos Research,2019-09-25,online,2827,FALSE,Quebec,Bloc,0.22
EKOS,2019-09-28,online,1492,FALSE,Quebec,Bloc,0.14
Angus Reid,2019-09-29,online,1522,FALSE,Quebec,Bloc,0.28
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Quebec,Bloc,0.22
Leger,2019-09-29,online,1558,FALSE,Quebec,Bloc,0.21
Forum Research,2019-10-01,IVR,1853,FALSE,Quebec,Bloc,0.24
Campaign Research,2019-10-01,online,4755,FALSE,Quebec,Bloc,0.21
Abacus Data,2019-10-04,online,1556,FALSE,Quebec,Bloc,0.19
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Quebec,Bloc,
Innovative Research,2019-10-05,online,2835,FALSE,Quebec,Bloc,0.24
Forum Research,2019-10-08,IVR,1013,FALSE,Quebec,Bloc,0.28
Leger,2019-10-08,online,2150,FALSE,Quebec,Bloc,0.29
Leger,2019-10-08,online,9317,FALSE,Quebec,Bloc,0.29
Lethbridge College,2019-10-08,online,9474,FALSE,Quebec,Bloc,
Innovative Research,2019-10-09,online,2394,FALSE,Quebec,Bloc,0.26
Angus Reid,2019-10-09,online,3031,FALSE,Quebec,Bloc,0.31
EKOS,2019-10-09,online,1947,FALSE,Quebec,Bloc,0.25
Campaign Research,2019-10-09,online,4037,FALSE,Quebec,Bloc,0.28
Abacus Data,2019-10-09,online,3000,FALSE,Quebec,Bloc,0.25
DART/Maru,2019-10-09,online,1310,FALSE,Quebec,Bloc,0.35
Nanos Research,2019-10-09,telephone,3705,FALSE,Quebec,Bloc,0.245
Forum Research,2019-10-11,IVR,4338,FALSE,Quebec,Bloc,0.31
EKOS,2019-10-13,online,1904,FALSE,Quebec,Bloc,0.29
Angus Reid,2019-10-14,online,2100,FALSE,Quebec,Bloc,0.32
Leger,2019-10-14,online,13013,FALSE,Quebec,Bloc,0.31
Forum Research,2019-10-16,IVR,1028,FALSE,Quebec,Bloc,0.28
DART/Maru,2019-10-16,online,1518,FALSE,Quebec,Bloc,0.33
EKOS,2019-10-16,online,1881,FALSE,Quebec,Bloc,0.24
Innovative Research,2019-10-16,online,3094,FALSE,Quebec,Bloc,0.28
Innovative Research,2019-10-16,online,1964,FALSE,Quebec,Bloc,0.39
Campaign Research,2019-10-17,online,1987,FALSE,Quebec,Bloc,0.29
Abacus Data,2019-10-18,online,2000,FALSE,Quebec,Bloc,0.33
Campaign Research,2019-10-18,online,5039,FALSE,Quebec,Bloc,0.28
Leger,2019-10-18,online,2117,FALSE,Quebec,Bloc,0.32
Research Co.,2019-10-19,online,957,FALSE,Quebec,Bloc,0.32
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Quebec,Green,0.043
Campaign Research,2018-01-11,online,1887,FALSE,Quebec,Green,0.05
Forum Research,2018-01-24,IVR,1408,FALSE,Quebec,Green,0.02
Abacus Data,2018-01-28,online,1411,FALSE,Quebec,Green,0.04
Campaign Research,2018-02-10,online,2227,FALSE,Quebec,Green,0.06
Ipsos,2018-03-01,online,1001,FALSE,Quebec,Green,0.05
Forum Research,2018-03-01,IVR,941,FALSE,Quebec,Green,0.03
Abacus Data,2018-03-04,online,1411,FALSE,Quebec,Green,0.07
Angus Reid,2018-03-15,online,5423,FALSE,Quebec,Green,0.08
Ipsos,2018-03-23,online,1001,FALSE,Quebec,Green,0.05
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Quebec,Green,0.058
Forum Research,2018-04-20,IVR,1585,FALSE,Quebec,Green,0.07
Ipsos,2018-04-30,online,1907,FALSE,Quebec,Green,0.06
Innovative Research,2018-05-02,telephone,1000,FALSE,Quebec,Green,0.06
Leger,2018-05-10,online,2103,FALSE,Quebec,Green,0
Innovative Research,2018-05-14,online,2327,FALSE,Quebec,Green,0.07
Forum Research,2018-05-16,IVR,969,FALSE,Quebec,Green,0.05
Angus Reid,2018-06-14,online,1023,FALSE,Quebec,Green,0.06
Ipsos,2018-06-15,online,1001,FALSE,Quebec,Green,0.05
Campaign Research,2018-06-18,online,1579,FALSE,Quebec,Green,0.09
Ipsos,2018-06-29,online,1002,FALSE,Quebec,Green,0.06
Ipsos,2018-07-16,online,1000,FALSE,Quebec,Green,0.05
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Quebec,Green,0.059
Abacus Data,2018-07-22,online,2000,FALSE,Quebec,Green,0.05
EKOS,2018-07-26,IVR,1302,FALSE,Quebec,Green,0.05
Forum Research,2018-08-12,IVR,1777,FALSE,Quebec,Green,0.04
Abacus Data,2018-08-20,online,1500,FALSE,Quebec,Green,0.09
Abacus Data,2018-08-25,online,1000,FALSE,Quebec,Green,0.09
Campaign Research,2018-09-14,online,1486,FALSE,Quebec,Green,0.07
Abacus Data,2018-09-19,online,2000,FALSE,Quebec,Green,0.07
DART/Maru,2018-09-19,online,5769,FALSE,Quebec,Green,0.07
Pollara,2018-09-20,online,1002,FALSE,Quebec,Green,0.04
Innovative Research,2018-10-01,online,2410,FALSE,Quebec,Green,0.07
Ipsos,2018-10-09,online,2001,FALSE,Quebec,Green,0.02
Forum Research,2018-10-10,IVR,1226,FALSE,Quebec,Green,0.08
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Quebec,Green,0.062
Campaign Research,2018-11-09,online,2512,FALSE,Quebec,Green,0.07
Abacus Data,2018-11-13,online,2490,FALSE,Quebec,Green,0.08
Leger,2018-11-20,online,1521,FALSE,Quebec,Green,0.04
Forum Research,2018-11-29,IVR,1541,FALSE,Quebec,Green,0.07
Ipsos,2018-12-12,online,2001,FALSE,Quebec,Green,0.04
Campaign Research,2018-12-13,online,1494,FALSE,Quebec,Green,0.07
Abacus Data,2018-12-18,online,2000,FALSE,Quebec,Green,0.09
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Quebec,Green,0.084
Innovative Research,2019-01-20,telephone,2451,FALSE,Quebec,Green,0.09
Abacus Data,2019-02-02,online,2500,FALSE,Quebec,Green,0.08
Campaign Research,2019-02-09,online,1590,FALSE,Quebec,Green,0.05
Abacus Data,2019-02-10,online,2500,FALSE,Quebec,Green,0.08
Ipsos,2019-02-18,online,1002,FALSE,Quebec,Green,0
Leger,2019-02-19,online,1529,FALSE,Quebec,Green,0.08
Angus Reid,2019-02-23,online,1009,FALSE,Quebec,Green,0.1
Abacus Data,2019-02-24,online,2374,FALSE,Quebec,Green,0.11
Forum Research,2019-02-28,IVR,1301,FALSE,Quebec,Green,0.05
Abacus Data,2019-03-02,online,1500,FALSE,Quebec,Green,0.1
Ipsos,2019-03-03,online,1000,FALSE,Quebec,Green,0.02
Innovative Research,2019-03-03,online,2122,FALSE,Quebec,Green,0.1
Campaign Research,2019-03-09,online,1893,FALSE,Quebec,Green,0.12
Angus Reid,2019-03-18,online,5807,FALSE,Quebec,Green,0.06
Leger,2019-03-20,online,1513,FALSE,Quebec,Green,0.08
Forum Research,2019-03-20,IVR,1490,FALSE,Quebec,Green,0.06
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Quebec,Green,0.061
Ipsos,2019-03-26,online,1002,FALSE,Quebec,Green,0.02
Campaign Research,2019-04-05,online,2035,FALSE,Quebec,Green,0.08
Forum Research,2019-04-05,IVR,1634,FALSE,Quebec,Green,0.11
Innovative Research,2019-04-07,online,2527,FALSE,Quebec,Green,0.1
Leger,2019-04-20,online,1522,FALSE,Quebec,Green,0.09
Ipsos,2019-04-24,online,1000,FALSE,Quebec,Green,0.04
Forum Research,2019-04-24,IVR,1595,FALSE,Quebec,Green,0.11
Abacus Data,2019-04-27,online,4015,FALSE,Quebec,Green,0.1
Angus Reid,2019-04-28,online,1525,FALSE,Quebec,Green,0.1
Campaign Research,2019-05-01,online,1471,FALSE,Quebec,Green,0.11
Abacus Data,2019-05-29,online,1500,FALSE,Quebec,Green,0.08
Innovative Research,2019-05-29,online,1691,FALSE,Quebec,Green,0.13
Angus Reid,2019-06-01,online,4698,FALSE,Quebec,Green,0.09
Forum Research,2019-06-01,IVR,1633,FALSE,Quebec,Green,0.23
Campaign Research,2019-06-05,online,2735,FALSE,Quebec,Green,0.14
Ipsos,2019-06-06,online,1003,FALSE,Quebec,Green,0.02
Leger,2019-06-09,online,1528,FALSE,Quebec,Green,0.1
Forum Research,2019-06-12,IVR,1471,FALSE,Quebec,Green,0.1
EKOS,2019-06-15,IVR,2491,FALSE,Quebec,Green,0.15
Forum Research,2019-06-22,IVR,1539,FALSE,Quebec,Green,0.13
Innovative Research,2019-06-22,telephone,3055,FALSE,Quebec,Green,
DART/Maru,2019-06-26,online,1512,FALSE,Quebec,Green,0.06
EKOS,2019-06-28,IVR,1194,FALSE,Quebec,Green,0.12
Abacus Data,2019-06-30,online,3092,FALSE,Quebec,Green,0.13
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Quebec,Green,0.082
Innovative Research,2019-07-03,online,2515,FALSE,Quebec,Green,0.1
EKOS,2019-07-08,IVR,425,FALSE,Quebec,Green,0.097
Angus Reid,2019-07-09,online,2361,FALSE,Quebec,Green,0.09
Campaign Research,2019-07-10,online,1896,FALSE,Quebec,Green,0.13
Corbett Communications,2019-07-10,online,3848,FALSE,Quebec,Green,
Ipsos,2019-07-14,online,1000,FALSE,Quebec,Green,0.04
Abacus Data,2019-07-15,online,1500,FALSE,Quebec,Green,0.1
Research Co.,2019-07-16,online,1000,FALSE,Quebec,Green,0.1
EKOS,2019-07-17,IVR,1000,FALSE,Quebec,Green,
Nanos Research,2019-07-19,telephone,1000,FALSE,Quebec,Green,0.08
Leger,2019-07-21,online,1536,FALSE,Quebec,Green,0.08
Forum Research,2019-07-23,IVR,4234,FALSE,Quebec,Green,0.1
Innovative Research,2019-07-24,telephone,3050,FALSE,Quebec,Green,
EKOS,2019-07-25,online,1000,FALSE,Quebec,Green,
Forum Research,2019-07-27,IVR,1733,FALSE,Quebec,Green,0.08
Innovative Research,2019-07-29,online,1804,FALSE,Quebec,Green,0.11
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Quebec,Green,0.089
Abacus Data,2019-08-04,online,1422,FALSE,Quebec,Green,0.09
EKOS,2019-08-07,online,1000,FALSE,Quebec,Green,
Campaign Research,2019-08-11,online,2365,FALSE,Quebec,Green,0.12
Narrative Research,2019-08-11,telephone,15843,FALSE,Quebec,Green,
Corbett Communications,2019-08-12,online,2750,FALSE,Quebec,Green,
Ipsos,2019-08-17,online,1001,FALSE,Quebec,Green,0.1
DART/Maru,2019-08-17,online,1342,FALSE,Quebec,Green,0.06
Leger,2019-08-18,online,1535,FALSE,Quebec,Green,0.09
Abacus Data,2019-08-19,online,2152,FALSE,Quebec,Green,0.1
EKOS,2019-08-19,online,750,FALSE,Quebec,Green,
EKOS,2019-08-21,online,1067,FALSE,Quebec,Green,0.11
Angus Reid,2019-08-24,online,1534,FALSE,Quebec,Green,0.09
Abacus Data,2019-08-26,online,4549,FALSE,Quebec,Green,0.09
EKOS,2019-08-27,online,1086,FALSE,Quebec,Green,
Leger,2019-08-28,online,2102,FALSE,Quebec,Green,
EKOS,2019-08-28,online,902,FALSE,Quebec,Green,0.139
Innovative Research,2019-09-02,online,1894,FALSE,Quebec,Green,0.11
Campaign Research,2019-09-04,online,2094,FALSE,Quebec,Green,0.12
EKOS,2019-09-04,online,2393,FALSE,Quebec,Green,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Quebec,Green,0.096
Leger,2019-09-08,online,1546,FALSE,Quebec,Green,0.1
Abacus Data,2019-09-08,online,2000,FALSE,Quebec,Green,0.1
Insights West,2019-09-08,online,6952,FALSE,Quebec,Green,
Forum Research,2019-09-11,IVR,1001,FALSE,Quebec,Green,0.072
DART/Maru,2019-09-11,online,1517,FALSE,Quebec,Green,0.06
Innovative Research,2019-09-13,online,1622,FALSE,Quebec,Green,0.1
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Quebec,Green,0.095
Leger,2019-09-15,online,1598,FALSE,Quebec,Green,0.1
Nanos Research,2019-09-15,online,2670,FALSE,Quebec,Green,0.058
Angus Reid,2019-09-17,online,1805,FALSE,Quebec,Green,
Campaign Research,2019-09-19,online,2575,FALSE,Quebec,Green,
Campaign Research,2019-09-19,telephone,2513,FALSE,Quebec,Green,
Abacus Data,2019-09-20,online,1929,FALSE,Quebec,Green,0.11
EKOS,2019-09-20,online,1152,FALSE,Quebec,Green,0.146
Forum Research,2019-09-20,IVR,2449,FALSE,Quebec,Green,0.09
Insights West,2019-09-21,online,6936,FALSE,Quebec,Green,
Angus Reid,2019-09-22,online,1523,FALSE,Quebec,Green,0.12
Leger,2019-09-22,online,2153,FALSE,Quebec,Green,0.08
Innovative Research,2019-09-23,online,2303,FALSE,Quebec,Green,0.1
Abacus Data,2019-09-25,online,1975,FALSE,Quebec,Green,0.09
Research Co.,2019-09-25,online,1000,FALSE,Quebec,Green,0.08
Nanos Research,2019-09-25,online,2827,FALSE,Quebec,Green,0.101
EKOS,2019-09-28,online,1492,FALSE,Quebec,Green,0.17
Angus Reid,2019-09-29,online,1522,FALSE,Quebec,Green,0.04
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Quebec,Green,0.09
Leger,2019-09-29,online,1558,FALSE,Quebec,Green,0.08
Forum Research,2019-10-01,IVR,1853,FALSE,Quebec,Green,0.1
Campaign Research,2019-10-01,online,4755,FALSE,Quebec,Green,0.12
Abacus Data,2019-10-04,online,1556,FALSE,Quebec,Green,0.08
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Quebec,Green,
Innovative Research,2019-10-05,online,2835,FALSE,Quebec,Green,0.1
Forum Research,2019-10-08,IVR,1013,FALSE,Quebec,Green,0.09
Leger,2019-10-08,online,2150,FALSE,Quebec,Green,0.07
Leger,2019-10-08,online,9317,FALSE,Quebec,Green,0.07
Lethbridge College,2019-10-08,online,9474,FALSE,Quebec,Green,
Innovative Research,2019-10-09,online,2394,FALSE,Quebec,Green,0.09
Angus Reid,2019-10-09,online,3031,FALSE,Quebec,Green,0.08
EKOS,2019-10-09,online,1947,FALSE,Quebec,Green,0.1
Campaign Research,2019-10-09,online,4037,FALSE,Quebec,Green,0.09
Abacus Data,2019-10-09,online,3000,FALSE,Quebec,Green,0.07
DART/Maru,2019-10-09,online,1310,FALSE,Quebec,Green,0.05
Nanos Research,2019-10-09,telephone,3705,FALSE,Quebec,Green,0.083
Forum Research,2019-10-11,IVR,4338,FALSE,Quebec,Green,0.07
EKOS,2019-10-13,online,1904,FALSE,Quebec,Green,0.06
Angus Reid,2019-10-14,online,2100,FALSE,Quebec,Green,0.06
Leger,2019-10-14,online,13013,FALSE,Quebec,Green,0.06
Forum Research,2019-10-16,IVR,1028,FALSE,Quebec,Green,0.03
DART/Maru,2019-10-16,online,1518,FALSE,Quebec,Green,0.05
EKOS,2019-10-16,online,1881,FALSE,Quebec,Green,0.1
Innovative Research,2019-10-16,online,3094,FALSE,Quebec,Green,0.08
Innovative Research,2019-10-16,online,1964,FALSE,Quebec,Green,0.07
Campaign Research,2019-10-17,online,1987,FALSE,Quebec,Green,0.06
Abacus Data,2019-10-18,online,2000,FALSE,Quebec,Green,0.08
Campaign Research,2019-10-18,online,5039,FALSE,Quebec,Green,0.06
Leger,2019-10-18,online,2117,FALSE,Quebec,Green,0.04
Research Co.,2019-10-19,online,957,FALSE,Quebec,Green,0.07
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Quebec,People's,
Campaign Research,2018-01-11,online,1887,FALSE,Quebec,People's,
Forum Research,2018-01-24,IVR,1408,FALSE,Quebec,People's,
Abacus Data,2018-01-28,online,1411,FALSE,Quebec,People's,
Campaign Research,2018-02-10,online,2227,FALSE,Quebec,People's,
Ipsos,2018-03-01,online,1001,FALSE,Quebec,People's,
Forum Research,2018-03-01,IVR,941,FALSE,Quebec,People's,
Abacus Data,2018-03-04,online,1411,FALSE,Quebec,People's,
Angus Reid,2018-03-15,online,5423,FALSE,Quebec,People's,
Ipsos,2018-03-23,online,1001,FALSE,Quebec,People's,
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Quebec,People's,
Forum Research,2018-04-20,IVR,1585,FALSE,Quebec,People's,
Ipsos,2018-04-30,online,1907,FALSE,Quebec,People's,
Innovative Research,2018-05-02,telephone,1000,FALSE,Quebec,People's,
Leger,2018-05-10,online,2103,FALSE,Quebec,People's,
Innovative Research,2018-05-14,online,2327,FALSE,Quebec,People's,
Forum Research,2018-05-16,IVR,969,FALSE,Quebec,People's,
Angus Reid,2018-06-14,online,1023,FALSE,Quebec,People's,
Ipsos,2018-06-15,online,1001,FALSE,Quebec,People's,
Campaign Research,2018-06-18,online,1579,FALSE,Quebec,People's,
Ipsos,2018-06-29,online,1002,FALSE,Quebec,People's,
Ipsos,2018-07-16,online,1000,FALSE,Quebec,People's,
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Quebec,People's,
Abacus Data,2018-07-22,online,2000,FALSE,Quebec,People's,
EKOS,2018-07-26,IVR,1302,FALSE,Quebec,People's,
Forum Research,2018-08-12,IVR,1777,FALSE,Quebec,People's,
